name,description,image_url
Rutabaga (Swedes),"Rutabaga is a great source of vitamin C, folate, fiber, potassium and manganese. See Radishes for the many benefits associated with the antioxidant vitamin C. Folate and vitamin B6 help protect blood vessel walls by converting homocysteine into an inert compound. This keeps homocysteine from reaching high levels where it damages blood vessel walls. Folate is also important for pregnant women to support healthy fetal nerve development. Fiber facilitates smooth digestion and slows down the absorption of sugar and cholesterol, helping to reduce and regulate elevated levels of both. Potassium assists in the proper functioning of muscle and nerve fibers. It can also replace some sodium in the blood and bring down elevated blood pressure. Magnesium is an important cofactor for enzymes involved in detoxification, most notably superoxide dismutase. We need this antioxidant constantly to reduce oxygen free radicals that result from normal respiration in cell mitochondria. If left unchecked, oxygen free radicals can damage cell membranes, mutate DNA and denature proteins. We need magnesium for bone growth and maintenance.",https://drearth.com/wp-content/uploads/Rutabaga-Stock-492532143.jpg
Sage,"The benefits of sage lie in its potent phytonutrients and volatile oils. Cousin to rosemary, sage is another source of rosmarinic acid. The acid is easily absorbed in the intestines and is known for its antioxidant properties. Sage is also a great source of flavonoids and two of the most powerful antioxidants, superoxide dismutase (SOD) and peroxidase. SOD and peroxidase convert strong oxygen free radicals into non-toxic forms. These antioxidant compounds give sage a unique ability to help neutralize toxic forms of oxygen formed during cellular respiration. This in turn prevents oxygen-related damage to cell membranes, vital enzymes and DNA. Some studies suggest sage helps improve cognitive function and memory by preventing the degradation of acetylcholine, a vital neurotransmitter. Sage is also known for antiperspirant, antiseptic, calming and digestive properties. Some commercial antiperspirants contain extracts from sage. Rubbing crushed sage leaves over an open cut or wound can help prevent infection. Regularly eating sage also helps smooth digestion and may help reduce blood sugar levels. In addition to adding sage to your food, you can also prepare a tea with it, which gives a more concentrated dose of the phytonutrients and essential oils.",https://drearth.com/wp-content/uploads/Sage-iStock-954339802.jpg
Scallions,"These young onions have beneficial phytonutrients like flavonoids and sulfur compounds that work together to lower cholesterol, promote heart health, and suppress inflammation. The flavonoid quercetin may bring a number of benefits, including the antioxidant effect in protecting colon cells. Quercetin, along with vitamin C, strengthens the immune system and works against harmful bacteria and viruses that cause common colds or worse. Vitamin C also has antioxidant and anti-inflammatory properties that help deal with arthritis and protect the cardiovascular system from cellular damage and plaque buildup. Vitamin K supports healthy bone development by helping support bone laying components and reducing bone break down by osteoclasts. Also lowers blood pressure. Scallions are a good source of dietary fiber, helping promote healthy digestion and preventing diarrhea. Folate promotes heart health and is critical for healthy fetal nervous system development. Scallions also encourage sweating and urination. In combination with those and the fact that scallions are low in saturated fat, sodium and cholesterol, they are an ideal food to include in a weight loss diet.",https://drearth.com/wp-content/uploads/Scallions2-iStock-1207065786.jpg
Shallots,"See Onions, which have similar vitamins, minerals and phytonutrients.",https://drearth.com/wp-content/uploads/Shallots-iStock-867578838.jpg
Spinach,"Spinach is remarkable in the myriad of vitamins, minerals , and phytonutrients it gives in one serving. It contains an important carotenoid and a collection of flavonoids that, in addition to vitamins A and C, act as important antioxidants ridding the body of dangerous free radicals. This prevents plaque build up in artery walls by preventing cholesterol from being oxidized. In the end, this helps protect against serious heart problems. Folate and magnesium in spinach also add to heart health by decreasing plaque build up, arterial wall damage (folate) and blood pressure (magnesium and potassium). Because some nutrients are water soluble and others fat soluble, spinach helps resist the growth of various cancerous cells beyond the first day after its consumption. Moreover, nutrients like calcium and Vitamin K add to creating and maintaining healthy bones. The list keeps going with properties that help reduce inflammation in conditions like osteoarthritis, osteoporosis and rheumatoid arthritis. Eating many green leafy vegetables slows down the decline of mental functioning associated with age. Spinach is also an excellent source of iron for helping hemoglobin in blood deliver oxygen to tissues, and lutein that helps maintain eye health. This super food is a great addition to a meal and an ideal way to promote optimal health. Its effects may be profound.",https://drearth.com/wp-content/uploads/Spinach-iStock-1179990617.jpg
Squash (Summer),Summer squash adds similar nutrients as winter squash but in smaller amounts. See Squash (Winter) for health benefits.,https://drearth.com/wp-content/uploads/Squash-Summer-iStock-890192178.jpg
Squash (Winter),"Research is limited, though some phytonutrients found in winter squash have been linked with anti-cancer properties in studies of other plants. Winter squash is a good source of all the vitamins and minerals listed. More nutrient-dense than its cousin, the summer squash. Most notable in one serving of winter squash are vitamins A (more than 100 percent RDA) and C (more than 30 percent RDA). These vitamins team up for many functions. They support the immune response of white blood cells toward pathogens. They act as antioxidants in water soluble areas of the body, protecting cells from free radical damage. Some major antioxidant actions help prevent the buildup of plaque in blood vessels, reduce inflammation and help prevent damage to cells in the eye. Winter squash gives potassium, key to maintaining normal blood pressure, nerve cell transmission and muscle contraction. High fiber content supports digestion, removes excess cholesterol and helps regulate blood sugar. Pregnant women need the B vitamin folate for normal fetal neural development. Also contributes to heart health by preventing homocysteine, an amino acid that in high concentrations causes blood vessel stiffening. With other B vitamins, squash helps make energy through the metabolism of lipids, carbohydrates and proteins.",https://drearth.com/wp-content/uploads/Squash-Winter-iStock-854474506.jpg
Strawberries,"Loaded with Vitamin C. (A single berry can have up to 20 percent of the RDA.) This antioxidant combined with ellagic acid and anthocyanin helps heal wounds faster, strengthens the immune system and helps delay age-related memory loss. The folate in one serving helps reduce neural tube birth defects and damage to arteries. The fiber helps prevent constipation.",https://drearth.com/wp-content/uploads/Strawberries-iStock-157473014.jpg
Sunflower,"Providing nearly 100 percent of the vitamin E RDA in ¼ cup, sunflower seeds are an excellent source of the main fat-soluble antioxidant. It helps reduce oxidative damage that can cause plaque build up in the arteries, thickening of arteries and joint inflammation. Of the nuts and seeds, sunflower seeds have one of the highest concentrations of phytosterols, phytonutrients with similar structures to cholesterol and linked to lowering their levels in the blood. Some research evidence shows if we eat a moderate amount of these cholesterol substitutes, they have high potential to reduce the damaging effects of cholesterol. Sunflower seeds are a concentrated source of the intermediary mineral magnesium, which is important for biochemical processes in energy production, the synthesis of essential compounds (proteins, enzymes, DNA, lipids, the antioxidant glutathione), cellular communication (proper muscle, nerve function) and bone matrix formation. A deficiency in magnesium may contribute to higher blood pressure, migraine headaches, muscle spasms/cramps, soreness and fatigue. Selenium is a trace mineral in these seeds that is a cofactor/activator for many enzymes and proteins that help the body maintain healthy DNA, prevent proliferation of cancer cells (by inhibiting growth and inducing apoptosis), and helping detoxify the body by marking dangerous compounds for destruction.",https://drearth.com/wp-content/uploads/Sunflowers-iStock-1399290115.jpg
Swiss Chard,"Chard is off the high end of the chart with its vitamin and mineral content. One cup gives 700 percent of the RDA of vitamin K, more than 100 percent of vitamin A and 50 percent of vitamin C. It is also an excellent source of magnesium, potassium, iron, fiber and more. The health potential of chard seems endless. The vitamin K, magnesium and calcium in chard give a great boost for more bone building and less bone loss. Vitamin A supports healthy vision, immune system function, lung health and protects thin membrane layers around organs and blood vessels. Minerals in chard can also help keep normal blood pressure while vitamins A, C and E do the same by preventing the build up of plaque and the blockage of blood flow in arteries. Magnesium and potassium are the main minerals that help with blood pressure and heart function by supporting muscle and nerve function. Iron is needed to deliver oxygen to tissues all over the body. Eating chard regularly also has the potential to lower high levels of cholesterol and blood sugar, mainly from its fiber content. Chard also helps the body activate crucial antioxidant molecules from the liver to help get rid of potentially dangerous metabolic wastes. Studies also suggest regular eating of vegetables like chard can slow down age-related cognitive decline. The long list of benefits shows chard is a flat out supporter of overall health.",https://drearth.com/wp-content/uploads/Swiss-Chard-iStock-638684806.jpg
Tarragon,"You can gain the many health benefits of tarragon by using teas, dried/fresh leaves, the essential oil and tinctures. (Tarragon mixed with isopropyl alcohol makes a good disinfectant.) Tarragon contains caffeic acid, which can stop or kill many bacteria, viruses and fungi. It makes a good cleansing disinfectant to rub on wounds or can be used as a deodorant. Components of tarragon help digestion by stimulating the secretion of digestive compounds in the saliva as well as gastric fluids (like bile and other acids) into the lower digestive tract. This stimulates faster processing of foods already in the stomach (which helps get rid of wastes and potential toxins faster) and increases appetite. Its antimicrobial action enables tarragon to kill intestinal worms. Tarragon also increases circulation, which helps distribute nutrients, oxygen, hormones and enzymes to tissues and remove toxins. Tarragon has calming properties, too. Many people use it to help relax the nerves and facilitate a good night’s sleep. Despite these health benefits, use in moderation. Tarragon oil contains estragole, which is toxic at high levels. As an extra precaution, young children and pregnant women should avoid the oil. The spice is safe, as the essential oil concentrations are too small to cause harm.",https://drearth.com/wp-content/uploads/Tarragon-iStock-965385372.jpg
Thyme,"Thyme is a healthy source of vitamin K, giving more than 60 percent of RDA in two teaspoons. It also contains iron, manganese, calcium and dietary fiber. It is an old-time remedy for chest and respiratory illness. The benefits come from the essential oils and flavonoids, which have antioxidant, antifungal and antibacterial functions. The oil thymol has antioxidant powers that help increase the good fats in cells and their membranes. It also works as an antibacterial agent against Salmonella, E. coli, Shigella and others. You can create your own surface cleaning/disinfectant spray by mixing thyme, boiling water and a little liquid soap in a spray bottle.",https://drearth.com/wp-content/uploads/Thyme-iStock-1323000329.jpg
Tomato,"A great supporter of overall health. Tomatoes have a lot of vitamins C and A, plus beta-carotene and the pigment lycopene, all super antioxidants that help prevent cell damage by free radical oxygen molecules. These phytonutrients work in synergy with other vitamins and minerals in tomatoes to promote heart and bone health and protect against inflammation and a number of cancers. (The cardiovascular benefits come from helping to regulate blood pressure and reduce damage to blood vessels from oxidative stress, plaque buildup and elevated homocysteine levels.) Regularly eating tomatoes can lower cholesterol levels, promote proper fetal development and regulate blood sugar. The B vitamins help make use of the energy in food.",https://drearth.com/wp-content/uploads/Tomato-iStock-147250592.jpg
Turnips,"Turnip roots are high in Vitamin C. With the greens, their high content of vitamins, minerals and phytonutrients are a great promoter of overall health. Turnips and turnip greens help create more bone mass by slowing osteoclastic (break down) processes and increasing osteoblastic (building) processes. Turnips and their greens are loaded with vitamins A, C and E, which reinforce immune system, maintain healthy membranes and connective tissue (for example, blood vessels and joints), protect important cells (eyes and vascular system) from free radical damage and reduce inflammation. Turnips also give dietary fiber that helps maintain healthy digestion and regulates cholesterol levels. Along with the free radical fighters, fiber promotes overall health and efficient functioning of the colon. Turnips and their greens also support heart health. The antioxidants (vitamins C, A and E) directly protect the structure and function of blood vessels and minimize the buildup of plaque on vessel walls. Vitamins B6 and folate also prevent damage to vessel walls by minimizing the potentially harmful chemical homocysteine. This vegetable also supports healthy metabolism, lung health and brain function.",https://drearth.com/wp-content/uploads/Turnips-iStock-1370545708.jpg
Walnuts,"They lack many common vitamins and minerals, but walnuts have profound phytonutrients for your health. They are a great source of omega-3 fatty acids, an essential fat the body cannot make. Omega-3’s in walnuts help protect the heart, have anti-inflammatory properties, encourage healthy brain function and help prevent many cancers. An omega-3 found in walnuts is also linked to healthy bones. Walnuts are high in fats, but these are good fats linked to lowering the risk of weight gain. They also have monounsaturated fats, which reduce the bad form of cholesterol (LDL) and the threat of clotting in arteries. Walnuts also have arginine, an essential amino acid the body cannot produce. This amino acid helps maintain smooth and elastic blood vessel walls by helping produce nitric oxide, which relaxes the smooth muscle around blood vessels. Walnuts also have many antioxidants that keep free radicals from damaging cells, especially in the cardiovascular system. Eating walnuts regularly is linked to a decrease in blood pressure. Walnuts can actually undo some of the damaging biochemical reactions caused by eating foods high in saturated fats. Cell membranes are made of fats. Introducing flexible omega-3 fatty acids increases a cell membrane’s flexibility and ability to communicate and excrete wastes. This is especially important in the brain, helping us grow closer to our full cognitive potential. Walnuts give melatonin, an antioxidant that also supports healthy biorhythms. Together all these factors make walnuts a heart-smart choice.",https://drearth.com/wp-content/uploads/Walnuts-iStock-1058321136.jpg
Watercress,"An excellent source of vitamin K and a good source of calcium, watercress helps maintain strong bones and healthy blood clotting. It also donates about half the RDA of both antioxidant vitamins A (also in the form of beta carotene) and C. These are key factors in protecting cells and organs from oxidative damage by free radicals. They also help support a healthy immune response, eyesight, skin and cardiovascular system (by preventing plaque build up and maintaining elasticity in blood vessel walls). Watercress also has small amounts of vitamins B1, B6, E and the minerals magnesium, iron, iodine and zinc. These support the thyroid gland, stimulate metabolism, synthesize red blood cells and stimulate the production of antibodies to fight infections. Watercress has the phytonutrients lutein and zeaxanthin, which work alongside beta-carotene and vitamin A to maintain healthy eyesight. The glucosinolates help boost and regulate the liver’s production of detoxification enzymes. The phenylethyl isothiocyanates in watercress are being studied for their potential to fight the development of cancer cells.",https://drearth.com/wp-content/uploads/Watercress-iStock-647809708.jpg
Watermelon,"Watermelon packs a punch with important vitamins and phytonutrients. The combination of antioxidant vitamins C and A does wonders for the body. They both stop free radicals from causing damage to cells that otherwise lead to many ailments: plaque build up in arteries through the oxidation of cholesterol, increased inflammation, especially in joints, vision deterioration and cellular damage that can lead to mutations in DNA (which can become cancerous). Watermelon is also a great source of the phytonutrient lycopene, which has received much attention for its antioxidant behavior and ability to reduce the risk of many cancers. Watermelon is also a great fruit source of B vitamins, which the body uses to generate energy from sugars, carbohydrates, lipids (fats), amino acids and proteins. Another phytonutrient, citrulline (an amino acid, too) gets converted to the amino acid arginine. Higher levels of arginine are linked to relaxing blood vessels (through increased production of nitric oxide) removing the waste product ammonia and increasing cell sensitivity to the insulin molecule.",https://drearth.com/wp-content/uploads/Watermelon-iStock-1496179914.jpg
Wheatgrass,"Wheatgrass juice or powder is a great low-calorie addition to the diet. It gives substantial vitamin C, iron and phytonutrients with little risk of adverse effects and a high potential for benefit. Within alternative medicine, wheatgrass has its strong proponents who tout its strength and versatility as a remedy. Some say wheatgrass gives them energy (by increasing metabolism), helps improve oxygen delivery to the cells (due to chlorophyll acting like hemoglobin in blood), boosts their immune system, helps improve skin conditions and wound healing (when drunk and applied topically), inhibits cancer cell development (especially liver cancer from the chlorophyll content), treats ulcerative colitis (inflammation of the colon), treats arthritis, prevents tooth decay (by holding in the mouth for 5 minutes), relieves constipation, detoxifies the blood (through high antioxidant behavior), decreases blood pressure and improves digestion. Little research has been done to support these statements. Still, give it a try and see how it makes you feel.",https://drearth.com/wp-content/uploads/Wheatgrass-iStock-940552070.jpg
